order_id,customer_id,store_id,staff_id,item_id,product_id,product_name,brand_id,category_id,model_year,quantity,list_price,EGP,list_price_egp,discount,order_status,order_date,required_date,shipped_date,late_delivery,latency_days,weekend
444,30,1,2,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.05,4,2016-09-19,2016-09-20,2016-09-21,True,1 days,False
453,1028,2,7,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.2,4,2016-09-22,2016-09-24,2016-09-25,True,1 days,True
476,559,2,6,4,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.05,4,2016-10-01,2016-10-04,2016-10-02,False,0 days,True
499,260,1,2,4,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.1,4,2016-10-11,2016-10-14,2016-10-13,False,0 days,False
507,1378,1,3,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.1,4,2016-10-15,2016-10-17,2016-10-17,False,0 days,True
523,1056,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.05,4,2016-10-24,2016-10-26,2016-10-27,True,1 days,False
542,313,2,7,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.1,4,2016-11-04,2016-11-06,2016-11-05,False,0 days,False
545,1108,3,9,4,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.07,4,2016-11-08,2016-11-10,2016-11-09,False,0 days,False
555,212,2,7,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.07,4,2016-11-13,2016-11-14,2016-11-16,True,2 days,False
590,990,2,7,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.07,4,2016-12-06,2016-12-09,2016-12-07,False,0 days,False
612,634,2,7,4,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2016-12-16,2016-12-17,2016-12-17,False,0 days,False
691,1081,2,7,4,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2017-02-04,2017-02-06,2017-02-06,False,0 days,True
774,690,2,6,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2017-03-12,2017-03-14,2017-03-14,False,0 days,False
782,1298,2,7,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.07,4,2017-03-15,2017-03-16,2017-03-18,True,2 days,False
833,406,2,7,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.05,4,2017-04-12,2017-04-14,2017-04-15,True,1 days,False
905,609,2,6,4,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2017-05-23,2017-05-26,2017-05-24,False,0 days,False
914,1068,1,2,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.2,4,2017-05-28,2017-05-31,2017-05-31,False,0 days,False
948,618,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.1,4,2017-06-15,2017-06-17,2017-06-17,False,0 days,False
952,355,2,7,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.07,4,2017-06-16,2017-06-18,2017-06-18,False,0 days,True
983,1158,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.2,4,2017-06-27,2017-06-28,2017-06-29,True,1 days,False
992,723,2,7,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2017-07-07,2017-07-10,2017-07-09,False,0 days,True
1006,1070,2,7,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.07,4,2017-07-15,2017-07-18,2017-07-17,False,0 days,True
1029,407,1,3,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2017-07-29,2017-07-30,2017-08-01,True,2 days,False
1043,1235,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.07,4,2017-08-06,2017-08-09,2017-08-08,False,0 days,False
1073,911,2,7,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.2,4,2017-08-18,2017-08-19,2017-08-21,True,2 days,True
1142,554,1,3,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.07,4,2017-09-23,2017-09-26,2017-09-26,False,0 days,False
1157,24,1,3,1,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.1,4,2017-10-01,2017-10-03,2017-10-04,True,1 days,False
1175,292,2,6,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.05,4,2017-10-09,2017-10-11,2017-10-12,True,1 days,False
1228,1041,2,6,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.05,4,2017-11-04,2017-11-06,2017-11-06,False,0 days,True
1250,1188,2,6,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.05,4,2017-11-17,2017-11-19,2017-11-18,False,0 days,False
1273,1268,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.07,4,2017-11-27,2017-11-29,2017-11-29,False,0 days,False
1302,322,2,7,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.1,4,2017-12-16,2017-12-18,2017-12-19,True,1 days,False
1312,311,1,3,3,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.07,4,2017-12-25,2017-12-28,2017-12-26,False,0 days,False
1323,273,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,1,599.99,47.9492,28769.040508,0.05,4,2017-12-31,2018-01-01,2018-01-01,False,0 days,True
1426,938,2,6,2,20,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,2,599.99,47.9492,28769.040508,0.05,4,2018-03-07,2018-03-08,2018-03-10,True,2 days,False
1,259,1,2,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-01-01,2016-01-03,2016-01-03,False,0 days,True
11,1326,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.05,4,2016-01-05,2016-01-08,2016-01-07,False,0 days,False
15,450,2,7,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-01-09,2016-01-10,2016-01-12,True,2 days,False
16,552,1,3,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-01-12,2016-01-15,2016-01-15,False,0 days,False
17,1175,1,3,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-01-12,2016-01-14,2016-01-14,False,0 days,False
27,57,2,7,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-01-19,2016-01-21,2016-01-20,False,0 days,False
29,437,2,6,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-01-20,2016-01-22,2016-01-21,False,0 days,False
32,1259,1,3,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-01-21,2016-01-24,2016-01-22,False,0 days,False
34,80,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-01-22,2016-01-25,2016-01-23,False,0 days,False
40,348,1,3,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.2,4,2016-01-27,2016-01-28,2016-01-29,True,1 days,False
53,965,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.2,4,2016-02-03,2016-02-04,2016-02-05,True,1 days,False
62,208,1,2,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-02-07,2016-02-10,2016-02-10,False,0 days,False
88,1069,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-02-21,2016-02-22,2016-02-23,True,1 days,False
92,1309,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-02-25,2016-02-28,2016-02-28,False,0 days,True
95,218,2,7,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.2,4,2016-02-27,2016-02-29,2016-02-28,False,0 days,True
144,1124,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-03-26,2016-03-29,2016-03-29,False,0 days,False
153,498,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-03-30,2016-04-02,2016-04-01,False,0 days,False
155,371,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-04-02,2016-04-03,2016-04-04,True,1 days,True
171,237,1,3,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.05,4,2016-04-11,2016-04-14,2016-04-14,False,0 days,False
191,919,1,2,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-04-27,2016-04-28,2016-04-28,False,0 days,False
192,728,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-04-27,2016-04-28,2016-04-29,True,1 days,False
198,640,2,6,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.2,4,2016-05-01,2016-05-04,2016-05-03,False,0 days,False
202,600,1,2,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-05-03,2016-05-05,2016-05-04,False,0 days,False
229,742,2,6,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-05-19,2016-05-21,2016-05-20,False,0 days,False
231,1257,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-05-19,2016-05-22,2016-05-21,False,0 days,False
232,1360,1,3,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-05-20,2016-05-23,2016-05-23,False,0 days,True
240,65,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-05-27,2016-05-29,2016-05-30,True,1 days,True
245,223,2,7,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-05-29,2016-05-31,2016-05-30,False,0 days,True
257,1314,1,3,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-06-05,2016-06-06,2016-06-08,True,2 days,False
258,107,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-06-06,2016-06-07,2016-06-07,False,0 days,False
303,36,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-07-07,2016-07-08,2016-07-09,True,1 days,False
310,627,1,2,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-07-12,2016-07-13,2016-07-13,False,0 days,False
329,274,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-07-24,2016-07-27,2016-07-26,False,0 days,False
333,779,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-07-25,2016-07-27,2016-07-26,False,0 days,False
358,1042,2,7,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-08-05,2016-08-07,2016-08-07,False,0 days,True
373,337,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-08-16,2016-08-19,2016-08-17,False,0 days,False
377,1355,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.05,4,2016-08-17,2016-08-19,2016-08-20,True,1 days,False
382,199,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-08-20,2016-08-23,2016-08-23,False,0 days,False
384,410,2,7,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.05,4,2016-08-20,2016-08-22,2016-08-23,True,1 days,False
386,1362,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-08-20,2016-08-23,2016-08-23,False,0 days,False
398,447,1,2,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-08-29,2016-08-30,2016-09-01,True,2 days,False
413,717,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-09-02,2016-09-05,2016-09-03,False,0 days,False
423,1397,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-09-06,2016-09-09,2016-09-09,False,0 days,False
430,272,2,6,5,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-09-11,2016-09-13,2016-09-12,False,0 days,True
437,1085,2,7,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-09-16,2016-09-18,2016-09-18,False,0 days,True
438,314,3,8,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-09-16,2016-09-19,2016-09-18,False,0 days,True
447,808,3,8,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-09-20,2016-09-23,2016-09-22,False,0 days,False
452,997,2,7,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-09-22,2016-09-23,2016-09-24,True,1 days,False
461,853,2,7,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-09-26,2016-09-27,2016-09-27,False,0 days,False
469,1089,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-09-29,2016-10-02,2016-10-02,False,0 days,True
470,641,1,3,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.2,4,2016-09-30,2016-10-02,2016-10-02,False,0 days,True
484,421,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-10-06,2016-10-09,2016-10-07,False,0 days,False
489,899,3,8,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.1,4,2016-10-06,2016-10-08,2016-10-08,False,0 days,False
501,977,2,7,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-10-11,2016-10-12,2016-10-13,True,1 days,False
508,1359,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.05,4,2016-10-15,2016-10-18,2016-10-18,False,0 days,False
515,986,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-10-19,2016-10-20,2016-10-22,True,2 days,False
526,1096,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-10-26,2016-10-28,2016-10-28,False,0 days,False
546,470,2,7,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-11-09,2016-11-12,2016-11-10,False,0 days,False
548,739,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-11-11,2016-11-13,2016-11-13,False,0 days,True
555,212,2,7,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.2,4,2016-11-13,2016-11-14,2016-11-16,True,2 days,False
566,298,1,3,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-11-22,2016-11-25,2016-11-23,False,0 days,False
578,819,2,7,4,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.2,4,2016-11-27,2016-11-28,2016-11-29,True,1 days,False
581,688,1,3,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-12-03,2016-12-05,2016-12-06,True,1 days,False
584,1209,2,7,5,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.07,4,2016-12-04,2016-12-05,2016-12-05,False,0 days,True
590,990,2,7,3,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,2,1799.99,47.9492,86308.080508,0.05,4,2016-12-06,2016-12-09,2016-12-07,False,0 days,False
597,1121,2,6,2,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-12-08,2016-12-09,2016-12-10,True,1 days,False
610,711,2,6,5,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.1,4,2016-12-13,2016-12-15,2016-12-14,False,0 days,False
623,678,2,6,1,8,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1,1799.99,47.9492,86308.080508,0.07,4,2016-12-24,2016-12-26,2016-12-27,True,1 days,False
